ivr_id,module_sequece,module_name,module_duration,module_result
1670941212.2706,1,WELCOME,2,ABSORPTION
1670940542.3091159,1,WELCOME,2,ABSORPTION
1670945846.3198659,1,WELCOME,2,ABSORPTION
1671107773.321363,1,WELCOME,2,ABSORPTION
1671125180.333638,1,WELCOME,2,ABSORPTION
1671105152.14907,1,WELCOME,2,ABSORPTION
1671103918.320704,1,WELCOME,2,ABSORPTION
1671132275.334199,1,WELCOME,2,ABSORPTION
1671110449.332129,1,WELCOME,2,ABSORPTION
1671123022.362648,1,WELCOME,2,ABSORPTION
1671122188.36253,1,WELCOME,2,ABSORPTION
1671094204.3291571,1,WELCOME,2,ABSORPTION
1671468055.376894,1,WELCOME,2,ABSORPTION
1671453986.29505,1,WELCOME,2,ABSORPTION
1671447503.3335149,1,WELCOME,2,ABSORPTION
1671454469.345243,1,WELCOME,2,ABSORPTION
1671449238.3338311,1,WELCOME,2,ABSORPTION
1671461723.3761981,1,WELCOME,2,ABSORPTION
1671484283.32017,1,WELCOME,2,ABSORPTION
1671454092.345201,1,WELCOME,2,ABSORPTION
1671457821.375849,1,WELCOME,2,ABSORPTION
1671461213.30255,1,WELCOME,2,ABSORPTION
1671531332.33431,1,WELCOME,2,ABSORPTION
1671547404.38143,1,WELCOME,2,ABSORPTION
1671527025.3276,1,WELCOME,2,ABSORPTION
1671528226.32968,1,WELCOME,2,ABSORPTION
1671543507.34,1,WELCOME,2,ABSORPTION
1671532768.338604,1,WELCOME,2,ABSORPTION
1671556608.382308,1,WELCOME,2,ABSORPTION
1671552414.35796,1,WELCOME,2,ABSORPTION
1671531400.33837,1,WELCOME,2,ABSORPTION
1671535201.3389831,1,WELCOME,2,ABSORPTION
1670850906.3397231,1,WELCOME,2,ABSORPTION
1670869085.2754581,1,WELCOME,2,ABSORPTION
1670866771.2750969,1,WELCOME,2,ABSORPTION
1670844672.310077,1,WELCOME,2,ABSORPTION
1670856823.3121531,1,WELCOME,2,ABSORPTION
1670846155.271812,1,WELCOME,2,ABSORPTION
1670885470.276155,1,WELCOME,2,ABSORPTION
1670868442.2753739,1,WELCOME,2,ABSORPTION
1670838226.3083971,1,WELCOME,2,ABSORPTION
1671189090.365849,1,WELCOME,2,ABSORPTION
1671200213.3376551,1,WELCOME,2,ABSORPTION
1671199286.3671429,1,WELCOME,2,ABSORPTION
1671199741.337606,1,WELCOME,2,ABSORPTION
1671199273.3272309,1,WELCOME,2,ABSORPTION
1671205382.21859,1,WELCOME,2,ABSORPTION
1671176463.334559,1,WELCOME,2,ABSORPTION
1671204253.3379159,1,WELCOME,2,ABSORPTION
1671178727.324316,1,WELCOME,2,ABSORPTION
1671210458.3281031,1,WELCOME,2,ABSORPTION
1671183583.19194,1,WELCOME,2,ABSORPTION
1671181600.3645611,1,WELCOME,2,ABSORPTION
1671266185.36908,1,WELCOME,2,ABSORPTION
1671278427.23916,1,WELCOME,2,ABSORPTION
1671277753.23886,1,WELCOME,2,ABSORPTION
1671303199.3302431,1,WELCOME,2,ABSORPTION
1670780577.3347249,1,WELCOME,3,ABSORPTION
1670752144.333883,1,WELCOME,3,ABSORPTION
1670784380.3348119,1,WELCOME,3,ABSORPTION
1670766683.3343861,1,WELCOME,3,ABSORPTION
1670766709.3343871,1,WELCOME,3,ABSORPTION
1670758072.3060679,1,WELCOME,3,ABSORPTION
1670786996.268049,1,WELCOME,3,ABSORPTION
1670752778.333909,1,WELCOME,3,ABSORPTION
1670778038.2964361,1,WELCOME,3,ABSORPTION
1670766761.267576,1,WELCOME,3,ABSORPTION
1670995206.3510749,1,WELCOME,3,ABSORPTION
1671047175.31812,1,WELCOME,3,ABSORPTION
1671018145.8379,1,WELCOME,3,ABSORPTION
1671035616.3168571,1,WELCOME,3,ABSORPTION
1671018294.3539059,1,WELCOME,3,ABSORPTION
1671013110.323878,1,WELCOME,3,ABSORPTION
1671045610.11807,1,WELCOME,3,ABSORPTION
1671022684.3155191,1,WELCOME,3,ABSORPTION
1671009943.6771,1,WELCOME,3,ABSORPTION
1671025116.3549571,1,WELCOME,3,ABSORPTION
1671041025.327801,1,WELCOME,3,ABSORPTION
1671025865.3158391,1,WELCOME,3,ABSORPTION
1671036741.3271949,1,WELCOME,3,ABSORPTION
1671044792.3572271,1,WELCOME,3,ABSORPTION
1671023499.3257949,1,WELCOME,3,ABSORPTION
1671037302.31713,1,WELCOME,3,ABSORPTION
1671030017.355402,1,WELCOME,3,ABSORPTION
1671363772.25273,1,WELCOME,3,ABSORPTION
1671393422.25871,1,WELCOME,3,ABSORPTION
1671379778.34148,1,WELCOME,3,ABSORPTION
1671330895.3707631,1,WELCOME,3,ABSORPTION
1671368470.341265,1,WELCOME,3,ABSORPTION
1670925177.3449161,1,WELCOME,3,ABSORPTION
1670933052.1363,1,WELCOME,3,ABSORPTION
1670952973.321178,1,WELCOME,3,ABSORPTION
1670937127.3086669,1,WELCOME,3,ABSORPTION
1670953055.34993,1,WELCOME,3,ABSORPTION
1670949947.4012,1,WELCOME,3,ABSORPTION
1670921597.3155689,1,WELCOME,3,ABSORPTION
1670952210.4468,1,WELCOME,3,ABSORPTION
1670939773.319176,1,WELCOME,3,ABSORPTION
1670916404.314971,1,WELCOME,3,ABSORPTION
1670968869.312042,1,WELCOME,3,ABSORPTION
1670967276.322114,1,WELCOME,3,ABSORPTION
1670946960.309911,1,WELCOME,3,ABSORPTION
1670949152.310339,1,WELCOME,3,ABSORPTION
1670949066.3831,1,WELCOME,3,ABSORPTION
1670939940.3191979,1,WELCOME,3,ABSORPTION
1670919401.3152311,1,WELCOME,3,ABSORPTION
1670930716.752,1,WELCOME,3,ABSORPTION
1670945533.3198121,1,WELCOME,3,ABSORPTION
1670975148.351007,1,WELCOME,3,ABSORPTION
1670942627.2868,1,WELCOME,3,ABSORPTION
1670918375.3049281,1,WELCOME,3,ABSORPTION
1670945493.309691,1,WELCOME,3,ABSORPTION
1671118987.16559,1,WELCOME,3,ABSORPTION
1671110218.321723,1,WELCOME,3,ABSORPTION
1671099505.35939,1,WELCOME,3,ABSORPTION
1671117603.332782,1,WELCOME,3,ABSORPTION
1671093401.3290019,1,WELCOME,3,ABSORPTION
1671128429.3632481,1,WELCOME,3,ABSORPTION
1671110847.15836,1,WELCOME,3,ABSORPTION
1671106301.15122,1,WELCOME,3,ABSORPTION
1671103683.3309741,1,WELCOME,3,ABSORPTION
1671102696.330792,1,WELCOME,3,ABSORPTION
1671101989.3598461,1,WELCOME,3,ABSORPTION
1671102712.3307941,1,WELCOME,3,ABSORPTION
1671106620.331527,1,WELCOME,3,ABSORPTION
1671110583.3613789,1,WELCOME,3,ABSORPTION
1671098385.3591819,1,WELCOME,3,ABSORPTION
1671126679.3233581,1,WELCOME,3,ABSORPTION
1671107459.3608971,1,WELCOME,3,ABSORPTION
1671102882.360044,1,WELCOME,3,ABSORPTION
1671119217.3621809,1,WELCOME,3,ABSORPTION
1671146061.1817,1,WELCOME,3,ABSORPTION
1671439750.342597,1,WELCOME,3,ABSORPTION
1671458074.3758631,1,WELCOME,3,ABSORPTION
1671437928.342298,1,WELCOME,3,ABSORPTION
1671460813.30226,1,WELCOME,3,ABSORPTION
1671455147.29677,1,WELCOME,3,ABSORPTION
1671457192.3349791,1,WELCOME,3,ABSORPTION
1671455266.29696,1,WELCOME,3,ABSORPTION
1671445171.3435919,1,WELCOME,3,ABSORPTION
1671454945.29654,1,WELCOME,3,ABSORPTION
1671459052.345675,1,WELCOME,3,ABSORPTION
1671457644.3455551,1,WELCOME,3,ABSORPTION
1671443217.373389,1,WELCOME,3,ABSORPTION
1671449914.33397,1,WELCOME,3,ABSORPTION
1671459810.3760271,1,WELCOME,3,ABSORPTION
1671460858.345818,1,WELCOME,3,ABSORPTION
1671448107.344171,1,WELCOME,3,ABSORPTION
1671448130.28387,1,WELCOME,3,ABSORPTION
1671466840.3464329,1,WELCOME,3,ABSORPTION
1671449811.28729,1,WELCOME,3,ABSORPTION
1671443322.3734119,1,WELCOME,3,ABSORPTION
1671444972.3330071,1,WELCOME,3,ABSORPTION
1671553223.381963,1,WELCOME,3,ABSORPTION
1671577449.3830731,1,WELCOME,3,ABSORPTION
1671565143.3523159,1,WELCOME,3,ABSORPTION
1671563746.3416979,1,WELCOME,3,ABSORPTION
1671541749.3398681,1,WELCOME,3,ABSORPTION
1671565970.3417649,1,WELCOME,3,ABSORPTION
1671554516.36026,1,WELCOME,3,ABSORPTION
1671538407.3394539,1,WELCOME,3,ABSORPTION
1671525427.3785779,1,WELCOME,3,ABSORPTION
1671517985.347636,1,WELCOME,3,ABSORPTION
1671534190.37993,1,WELCOME,3,ABSORPTION
1671557846.35186,1,WELCOME,3,ABSORPTION
1671551101.3511319,1,WELCOME,3,ABSORPTION
1671565156.3828709,1,WELCOME,3,ABSORPTION
1671538063.339416,1,WELCOME,3,ABSORPTION
1670881699.276129,1,WELCOME,3,ABSORPTION
1670856049.301955,1,WELCOME,3,ABSORPTION
1670854828.3119049,1,WELCOME,3,ABSORPTION
1670852898.273087,1,WELCOME,3,ABSORPTION
1670873592.2758961,1,WELCOME,3,ABSORPTION
1670871946.30434,1,WELCOME,3,ABSORPTION
1670845258.271626,1,WELCOME,3,ABSORPTION
1670873569.314595,1,WELCOME,3,ABSORPTION
1670849592.3011079,1,WELCOME,3,ABSORPTION
1670850187.3113019,1,WELCOME,3,ABSORPTION
1670857231.3405421,1,WELCOME,3,ABSORPTION
1670841199.2705979,1,WELCOME,3,ABSORPTION
1670860642.2740159,1,WELCOME,3,ABSORPTION
1670855322.273345,1,WELCOME,3,ABSORPTION
1670864616.3134511,1,WELCOME,3,ABSORPTION
1670848907.311075,1,WELCOME,3,ABSORPTION
1670848436.3109579,1,WELCOME,3,ABSORPTION
1670871132.3427589,1,WELCOME,3,ABSORPTION
1670861389.3411789,1,WELCOME,3,ABSORPTION
1670852798.301568,1,WELCOME,3,ABSORPTION
1670835825.3360579,1,WELCOME,3,ABSORPTION
1671208004.3677371,1,WELCOME,3,ABSORPTION
1671179832.3643219,1,WELCOME,3,ABSORPTION
1671195337.326848,1,WELCOME,3,ABSORPTION
1671210177.3679321,1,WELCOME,3,ABSORPTION
1671197676.367017,1,WELCOME,3,ABSORPTION
1671197916.21266,1,WELCOME,3,ABSORPTION
1671191711.3662889,1,WELCOME,3,ABSORPTION
1671190400.326134,1,WELCOME,3,ABSORPTION
1671210453.3679531,1,WELCOME,3,ABSORPTION
1671175289.363986,1,WELCOME,3,ABSORPTION
1671185729.3357329,1,WELCOME,3,ABSORPTION
1671197927.21269,1,WELCOME,3,ABSORPTION
1671197907.36705,1,WELCOME,3,ABSORPTION
1671215194.3683331,1,WELCOME,3,ABSORPTION
1671193857.3665669,1,WELCOME,3,ABSORPTION
1671218566.338979,1,WELCOME,3,ABSORPTION
1671190989.326231,1,WELCOME,3,ABSORPTION
1671289657.24269,1,WELCOME,3,ABSORPTION
1671296726.24459,1,WELCOME,3,ABSORPTION
1671292060.3402951,1,WELCOME,3,ABSORPTION
1670781001.3347371,1,WELCOME,4,ABSORPTION
1670765742.267545,1,WELCOME,4,ABSORPTION
1670791140.3068061,1,WELCOME,4,ABSORPTION
1670762312.3061991,1,WELCOME,4,ABSORPTION
1670766337.2675669,1,WELCOME,4,ABSORPTION
1670773095.2677541,1,WELCOME,4,ABSORPTION
1670776706.2678211,1,WELCOME,4,ABSORPTION
1671033584.10279,1,WELCOME,4,ABSORPTION
1671013446.7472,1,WELCOME,4,ABSORPTION
1671011665.3134251,1,WELCOME,4,ABSORPTION
1671043836.328079,1,WELCOME,4,ABSORPTION
1671024332.9399,1,WELCOME,4,ABSORPTION
1671017670.3145981,1,WELCOME,4,ABSORPTION
1671013854.7543,1,WELCOME,4,ABSORPTION
1671019635.8663,1,WELCOME,4,ABSORPTION
1671010218.3131609,1,WELCOME,4,ABSORPTION
1671052421.318234,1,WELCOME,4,ABSORPTION
1671039267.3275731,1,WELCOME,4,ABSORPTION
1671018918.354003,1,WELCOME,4,ABSORPTION
1671342444.37081,1,WELCOME,4,ABSORPTION
1671356573.330615,1,WELCOME,4,ABSORPTION
1671363347.371161,1,WELCOME,4,ABSORPTION
1671369835.2543,1,WELCOME,4,ABSORPTION
1671383863.371618,1,WELCOME,4,ABSORPTION
1670941820.3481469,1,WELCOME,4,ABSORPTION
1670950374.31055,1,WELCOME,4,ABSORPTION
1670927900.3455241,1,WELCOME,4,ABSORPTION
1670925827.3061571,1,WELCOME,4,ABSORPTION
1670929385.307014,1,WELCOME,4,ABSORPTION
1670928724.317085,1,WELCOME,4,ABSORPTION
1670951843.3108621,1,WELCOME,4,ABSORPTION
1670905960.3433349,1,WELCOME,4,ABSORPTION
1670939321.2513,1,WELCOME,4,ABSORPTION
1670957545.311667,1,WELCOME,4,ABSORPTION
1670939173.3089261,1,WELCOME,4,ABSORPTION
1670928602.317045,1,WELCOME,4,ABSORPTION
1670938754.308871,1,WELCOME,4,ABSORPTION
1670956759.3504369,1,WELCOME,4,ABSORPTION
1670930986.827,1,WELCOME,4,ABSORPTION
1670956512.311559,1,WELCOME,4,ABSORPTION
1670950315.4094,1,WELCOME,4,ABSORPTION
1670948893.320416,1,WELCOME,4,ABSORPTION
1670923878.305831,1,WELCOME,4,ABSORPTION
1670923889.3058341,1,WELCOME,4,ABSORPTION
1671104385.320807,1,WELCOME,4,ABSORPTION
1671089948.31843,1,WELCOME,4,ABSORPTION
1671126577.333811,1,WELCOME,4,ABSORPTION
1671107532.15352,1,WELCOME,4,ABSORPTION
1671111958.3615329,1,WELCOME,4,ABSORPTION
1671091029.3185079,1,WELCOME,4,ABSORPTION
1671127163.17514,1,WELCOME,4,ABSORPTION
1671091012.3579409,1,WELCOME,4,ABSORPTION
1671104284.331089,1,WELCOME,4,ABSORPTION
1671127514.17545,1,WELCOME,4,ABSORPTION
1671114638.3325031,1,WELCOME,4,ABSORPTION
1671109713.15685,1,WELCOME,4,ABSORPTION
1671139054.3343451,1,WELCOME,4,ABSORPTION
1671129440.3236029,1,WELCOME,4,ABSORPTION
1671117046.16357,1,WELCOME,4,ABSORPTION
1671095174.3293431,1,WELCOME,4,ABSORPTION
1671103907.3602271,1,WELCOME,4,ABSORPTION
1671438019.372437,1,WELCOME,4,ABSORPTION
1671454425.334667,1,WELCOME,4,ABSORPTION
1671448582.3442559,1,WELCOME,4,ABSORPTION
1671469509.3467629,1,WELCOME,4,ABSORPTION
1671469810.336266,1,WELCOME,4,ABSORPTION
1671443202.373384,1,WELCOME,4,ABSORPTION
1671463822.346103,1,WELCOME,4,ABSORPTION
1671465499.3068,1,WELCOME,4,ABSORPTION
1671468350.31065,1,WELCOME,4,ABSORPTION
1671448895.374558,1,WELCOME,4,ABSORPTION
1671449648.3339169,1,WELCOME,4,ABSORPTION
1671468423.3769469,1,WELCOME,4,ABSORPTION
1671478160.3369119,1,WELCOME,4,ABSORPTION
1671524232.3479021,1,WELCOME,4,ABSORPTION
1671547524.340275,1,WELCOME,4,ABSORPTION
1671536536.380316,1,WELCOME,4,ABSORPTION
1671559992.352062,1,WELCOME,4,ABSORPTION
1671554643.3409629,1,WELCOME,4,ABSORPTION
1671550084.340476,1,WELCOME,4,ABSORPTION
1671553086.3407831,1,WELCOME,4,ABSORPTION
1671563485.352262,1,WELCOME,4,ABSORPTION
1671555378.36142,1,WELCOME,4,ABSORPTION
1671546350.350739,1,WELCOME,4,ABSORPTION
1671538071.349947,1,WELCOME,4,ABSORPTION
1671540266.3502541,1,WELCOME,4,ABSORPTION
1671530254.3381691,1,WELCOME,4,ABSORPTION
1671528396.337872,1,WELCOME,4,ABSORPTION
1671533722.349288,1,WELCOME,4,ABSORPTION
1671521129.337142,1,WELCOME,4,ABSORPTION
1671527908.32909,1,WELCOME,4,ABSORPTION
1671527739.3789051,1,WELCOME,4,ABSORPTION
1670850510.339663,1,WELCOME,4,ABSORPTION
1670836911.308048,1,WELCOME,4,ABSORPTION
1670864073.3133619,1,WELCOME,4,ABSORPTION
1670860908.2740591,1,WELCOME,4,ABSORPTION
1670831490.296952,1,WELCOME,4,ABSORPTION
1670853033.301595,1,WELCOME,4,ABSORPTION
1670857636.3405981,1,WELCOME,4,ABSORPTION
1670834800.268944,1,WELCOME,4,ABSORPTION
1670863084.2744441,1,WELCOME,4,ABSORPTION
1670833964.2687681,1,WELCOME,4,ABSORPTION
1670861659.341224,1,WELCOME,4,ABSORPTION
1670844049.338237,1,WELCOME,4,ABSORPTION
1670866029.2749469,1,WELCOME,4,ABSORPTION
1670829068.268295,1,WELCOME,4,ABSORPTION
1670854880.340256,1,WELCOME,4,ABSORPTION
1670859033.340812,1,WELCOME,4,ABSORPTION
1670851240.339777,1,WELCOME,4,ABSORPTION
1670862023.3028519,1,WELCOME,4,ABSORPTION
1670866540.3421,1,WELCOME,4,ABSORPTION
1670862818.3029771,1,WELCOME,4,ABSORPTION
1671194746.20929,1,WELCOME,4,ABSORPTION
1671188202.3361261,1,WELCOME,4,ABSORPTION
1671190491.3660991,1,WELCOME,4,ABSORPTION
1671214741.338757,1,WELCOME,4,ABSORPTION
1671206916.3277769,1,WELCOME,4,ABSORPTION
1671178635.3243029,1,WELCOME,4,ABSORPTION
1671191765.3662989,1,WELCOME,4,ABSORPTION
1671211748.3680689,1,WELCOME,4,ABSORPTION
1671205087.21835,1,WELCOME,4,ABSORPTION
1671204327.337923,1,WELCOME,4,ABSORPTION
1671182184.364666,1,WELCOME,4,ABSORPTION
1671189578.3363459,1,WELCOME,4,ABSORPTION
1671200753.21489,1,WELCOME,4,ABSORPTION
1671182133.1895,1,WELCOME,4,ABSORPTION
1671203480.3674181,1,WELCOME,4,ABSORPTION
1671181946.3646121,1,WELCOME,4,ABSORPTION
